Date,Code libellé,Libellé,Mini,Maxi,Moyen,Unité prix,,,
2018-12-20,57219372,POMME Golden France biologique,,,3,44,le kg,,
2018-12-20,57227916,POMME Golden France sachet,1,35,1,86,1,46,le kg
2018-12-20,57219229,POMME Granny smith France +170g vrac,,,2,6,le kg,,
2018-12-20,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,56,le kg,,
2018-12-27,57219316,ANANAS standard (hors Victoria),1,19,1,99,1,5,la pièce
2018-12-27,57219214,BANANE Afrique vrac,,,1,56,le kg,,
2018-12-27,57219236,BANANE Amérique vrac,,,1,64,le kg,,
2018-12-27,57219375,BANANE biologique,1,49,1,99,1,89,le kg
2018-12-27,57227107,CLÉMENTINE Corse cal 1-2 vrac,,,2,8,le kg,,
2018-12-27,57227108,CLÉMENTINE Corse cdt 1kg,,,2,94,le kg,,
2018-12-27,57219361,CLÉMENTINE hors Fr. vrac,,,2,14,le kg,,
2018-12-27,57219319,KIWI France cdt 1kg,,,2,99,le kg,,
2018-12-27,57222318,KIWI France vrac,,,0,52,la pièce,,
2018-12-27,57219321,KIWI UE (hors Fr.) cdt 1kg,,,2,86,le kg,,
2018-12-27,57219322,LITCHI vrac,,,3,17,le kg,,
2018-12-27,57219323,MANGUE vrac,0,99,1,49,1,34,la pièce
2018-12-27,57222876,MARRON CHATAIGNE France vrac,,,7,16,le kg,,
2018-12-27,57223725,NOIX sans label France sachet 500g,,,6,58,le kg,,
2018-12-27,57221274,NOIX sans label France vrac,,,5,8,le kg,,
2018-12-27,57219324,ORANGE vrac,,,1,88,le kg,,
2018-12-27,57219325,POIRE Abate Fétel hors Fr. vrac,,,2,42,le kg,,
2018-12-27,57219306,POIRE Conférence France vrac,,,2,38,le kg,,
2018-12-27,57219329,POIRE Conférence hors Fr. vrac,,,2,72,le kg,,
2018-12-27,57219331,POIRE Doyenne du comice hors Fr. vrac,,,2,36,le kg,,
2018-12-27,57219332,POIRE Williams verte hors Fr. vrac,,,2,79,le kg,,
2018-12-27,57227915,POMME Bicolore France sachet,1,35,1,99,1,46,le kg
2018-12-27,57219226,POMME Gala France +170g vrac,,,2,26,le kg,,
2018-12-27,57219227,POMME Golden France +170g vrac,1,99,2,69,2,15,le kg
2018-12-27,57219372,POMME Golden France biologique,,,3,36,le kg,,
2018-12-27,57227916,POMME Golden France sachet,1,26,1,35,1,38,le kg
2018-12-27,57219229,POMME Granny smith France +170g vrac,,,2,48,le kg,,
2018-12-27,57227917,POMME Reinette grise du Canada France +170g vrac,,,2,71,le kg,,
Source : RNM.FranceAgriMer.fr,,,,,,,,,
